"D150_4_POOLED","PCTFLOAN","DEBT_MDN","GRAD_DEBT_MDN","WDRAW_DEBT_MDN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","DEP_DEBT_MDN","IND_DEBT_MDN","PELL_DEBT_MDN","NOPELL_DEBT_MDN","FEMALE_DEBT_MDN","MALE_DEBT_MDN","FIRSTGEN_DEBT_MDN","NOTFIRSTGEN_DEBT_MDN","DEBT_N","GRAD_DEBT_N","WDRAW_DEBT_N","LO_INC_DEBT_N","MD_INC_DEBT_N","HI_INC_DEBT_N","DEP_DEBT_N","IND_DEBT_N","PELL_DEBT_N","NOPELL_DEBT_N","FEMALE_DEBT_N","MALE_DEBT_N","FIRSTGEN_DEBT_N","NOTFIRSTGEN_DEBT_N","GRAD_DEBT_MDN10YR","CUML_DEBT_N","CUML_DEBT_P90","CUML_DEBT_P75","CUML_DEBT_P25","CUML_DEBT_P10","LOAN_EVER","DEBT_MDN_SUPP","GRAD_DEBT_MDN_SUPP","GRAD_DEBT_MDN10YR_SUPP"
"1922","0.5523","15695","PrivacySuppressed","PrivacySuppressed","15458","17500","15000","15000","18000","18366.5","12000","15851","15357.5","16995","15000","3469","PrivacySuppressed","PrivacySuppressed","1673","894","902","2019","1450","2138","1331","2097","1372","1426","2043","PrivacySuppressed","3469","36822","26858","7000","3926","0.825219619","15695","PrivacySuppressed","PrivacySuppressed"
"NULL","0.1929","4750","7800","4016","3981","4390","5400","4500","5000","3748","5400","4597","4944","4640","4800","1535","341","1196","597","531","407","817","718","838","697","916","619","630","905","80.0507011841311","1535","13799","8632","2300","1200","0.384512684","4750","7800","80.0507011841311"
"1171","0.7075","25000","27000","9500","25000","25000","23944.5","24000","25000","27000","24000","25000","25000","25500","25000","2040","1462","582","626","580","834","1611","429","827","1213","1465","575","644","1396","277.098581021992","2040","33000","27000","12500","5500","0.973134328","25000","27000","277.098581021992"
"548","0.5684","23000","26000","12000","22766.5","23000","22375","22528.5","25500","25000","20000","22000","25000","22349","23000","797","495","303","214","197","386","694","103","382","415","552","245","180","617","266.83567061377","797","35250","27000","11500","5500","0.939310345","23000","26000","266.83567061377"
"2114","0.1939","14000","14990","10668","10423.5","15089","15000","PrivacySuppressed","PrivacySuppressed","11682","15100","12521","14481","11722","14131.5","773","661","113","112","142","519","761","12","249","524","326","447","101","672","153.841027019246","773","37500","26000","7008","3500","0.567635904","14000","14990","153.841027019246"
"559","0.7674","23250","27000","8750","23250","24000","22491","23250","22750","25175","20500","20000","23398","22000","23250","605","393","213","100","111","394","569","36","186","419","71","534","127","478","277.098581021992","605","31000","27000","11250","5500","0.963133641","23250","27000","277.098581021992"
"NULL","NULL","12000","PrivacySuppressed","PrivacySuppressed","12000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","12000","12000","12000","12000","112","PrivacySuppressed","PrivacySuppressed","80","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","70","42","24","88","PrivacySuppressed","112","12000","12000","6000","6000","PrivacySuppressed","12000","PrivacySuppressed","PrivacySuppressed"
"NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"NULL","0.4779","8200","9500","PrivacySuppressed","9500","PrivacySuppressed","PrivacySuppressed","5500","9500","9500","5500","PrivacySuppressed","PrivacySuppressed","8056","8443","101","86","15","65","23","13","26","75","69","32","16","85","53","48","97.4976488781084","101","9500","9500","5500","5277","0.766990291","8200","9500","97.4976488781084"
"NULL","0.1679","5001","7000","3950","4374","4114","5500","4649","5500","3972.5","5500","5315","4677","4996","5031","1991","560","1435","581","636","774","1321","670","862","1129","1105","886","849","1142","71.8403728575536","1991","13000","8250","2750","1392","0.323828416","5001","7000","71.8403728575536"
"1025","0.6835","20500","27000","6402","20000","20750","20500","20500","18250","23162","19500","19846.5","21379","20500","20500","1156","708","449","233","250","673","1072","84","474","682","622","534","323","833","277.098581021992","1156","30500","27000","8405","5500","0.967320261","20500","27000","277.098581021992"
"NULL","0.8086","25000","25000","18750","25000","25000","18375","8000","25000","PrivacySuppressed","PrivacySuppressed","25000","25000","25000","25000","325","302","23","143","108","74","56","269","PrivacySuppressed","PrivacySuppressed","273","52","66","259","256.572760205548","325","25000","25000","13830","7000","PrivacySuppressed","25000","25000","256.572760205548"
"NULL","0.1498","3800","5500","3200","2531","3500","5100","3874","3768","2537","4854","3500","4050","3500","4050","2159","505","1657","692","620","847","1442","717","921","1238","1307","852","1048","1111","56.4460072452206","2159","12160","7050","1780","1010","0.29410349","3800","5500","56.4460072452206"
"157","0.8228","25000","27000","9500","22617.5","26000","25000","PrivacySuppressed","PrivacySuppressed","26000","23000","25449","21500","26000","22750","233","129","104","66","61","106","219","14","125","108","174","59","68","165","277.098581021992","233","32049","27000","9500","5500","PrivacySuppressed","25000","27000","277.098581021992"
"1030","0.4443","19968","21000","9000","21125","20070","17664","19699","21750","21750","17500","PrivacySuppressed","PrivacySuppressed","22000","19250","780","599","183","226","203","351","705","75","370","410","PrivacySuppressed","PrivacySuppressed","118","662","215.52111857266","780","29880","25250","12790","5500","0.957723577","19968","21000","215.52111857266"
"824","0.7713","20000","27000","9500","20000","20375","19500","19500","21318.5","21000","19000","21619.5","14458","21365","19000","860","366","495","271","258","331","764","96","461","399","586","274","329","531","277.098581021992","860","35844","27000","6283","4750","0.967658474","20000","27000","277.098581021992"
"NULL","0.3093","4181","9000","3125","2986.5","4525","5500","4384.5","3940","3295.5","5500","4216","4079","4077","4211","2175","618","1559","898","673","604","1134","1041","1296","879","1462","713","994","1181","92.3661936739974","2175","15332","8893","1942","850","0.468656716","4181","9000","92.3661936739974"
"NULL","0.8714","7917","7917","3959","7917","7917","4584","4584","7917","7917","7917","7917","7917","7917","7917","198","154","44","118","53","27","50","148","101","97","143","55","100","98","81.2514617018931","198","7917","7917","4584","2917","0.931034483","7917","7917","81.2514617018931"
"264","0.5083","17875","26000","11500","17250","20500","17375","18375","12500","25000","14000","17250","20125","12500","18500","228","111","117","75","57","96","188","40","115","113","160","68","35","193","266.83567061377","228","34250","27000","9500","4750","PrivacySuppressed","17875","26000","266.83567061377"
"NULL","0.5549","9500","9500","4750","9500","9500","7370","9500","9500","9500","5500","9500","9500","9500","9500","624","463","162","486","101","37","224","400","561","63","524","100","368","256","97.4976488781084","624","11071","9500","5926","4000","0.814404432","9500","9500","97.4976488781084"
"NULL","0.625","6881.5","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","32","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","10","22","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","16","16","PrivacySuppressed","32","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","6881.5","PrivacySuppressed","PrivacySuppressed"
"165","0.4362","25375","27000","14500","28000","21750","26000","PrivacySuppressed","PrivacySuppressed","30000","23000","19500","27194.5","PrivacySuppressed","PrivacySuppressed","130","86","44","36","30","64","120","10","59","71","42","88","10","120","277.098581021992","130","34000","32500","11500","3500","PrivacySuppressed","25375","27000","277.098581021992"
"NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"NULL","NULL","1000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","27","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","16","11","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","27","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"NULL","0.5417","12000","12000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","12000","PrivacySuppressed","PrivacySuppressed","12000","12000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","49","32","17","PrivacySuppressed","PrivacySuppressed","22","33","16","19","30","32","17","11","38","123.154924898663","49","PrivacySuppressed","12000","5500","PrivacySuppressed","PrivacySuppressed","12000","12000","123.154924898663"
"562","0.8015","16000","27000","9500","14750","15750","19510","15750","16500","15500","19400","16750","13310","19500","14500","706","265","442","313","221","172","619","87","497","209","407","299","316","390","277.098581021992","706","35000","27000","5500","4750","0.970099668","16000","27000","277.098581021992"
"827","0.7603","14750","27000","5500","14250","12125","15779","17572","10861","16267.5","13000","15654","12500","14572.5","15000","811","409","407","228","202","381","672","139","398","413","333","478","318","493","277.098581021992","811","35000","27000","5500","3500","0.975031211","14750","27000","277.098581021992"
"659","0.8453","17930","25000","9500","18455","18750","17750","17915","18000","19000","17000","17591","18500","19500","17500","935","528","408","330","261","344","762","173","573","362","581","354","361","574","256.572760205548","935","31605","27000","8750","4750","0.903730445","17930","25000","256.572760205548"
"NULL","0.4703","10449","12000","PrivacySuppressed","9500","PrivacySuppressed","PrivacySuppressed","9500","10500","9500","11250","17375","9500","9500","10883","104","93","11","62","28","14","19","85","37","67","30","74","23","81","123.154924898663","104","20000","20000","8973.5","4750","0.891891892","10449","12000","123.154924898663"
"NULL","0.2534","5250","7000","4500","4000","5500","5500","5250","5500","3750","5500","5500","5224","5250","5500","2569","690","1886","1239","666","664","1402","1167","1497","1072","1583","986","1306","1263","71.8403728575536","2569","13809","9000","2750","1750","0.363963039","5250","7000","71.8403728575536"
"785","0.8357","15834","29365","8884","15667","13686.5","17500","14659","20000","16000","15000","19408.5","14000","15431","16000","783","300","505","366","198","219","593","190","522","261","260","523","288","495","301.370364137437","783","41834","29216","6334","3500","0.911161731","15834","29365","301.370364137437"
"5789","0.441","25000","28501","19500","24000","25000","26000","26802","21875","27000","25000","25000","25501","24708.5","25500","5919","3355","2581","1345","1370","3204","4605","1314","2131","3788","3287","2632","1236","4683","292.503209544733","5919","34750","31000","14500","6005","0.922364358","25000","28501","292.503209544733"
"NULL","0.278","5250","8500","4500","5000","5129","5500","4500","6500","5278.5","5000","5270","5000","5050","5250","2412","555","1863","1216","623","573","1385","1027","1480","932","1553","859","1243","1169","87.2347384698865","2412","17250","10092.5","2750","1750","0.323012333","5250","8500","87.2347384698865"
"366","0.7506","23000","26000","12500","23500","24847.5","20234","20982","24989.5","24750","19703","23000","22750","23000","23000","917","539","378","383","254","280","507","410","543","374","701","216","401","516","266.83567061377","917","33000","28250","12500","5500","0.965842167","23000","26000","266.83567061377"
"317","0.6358","9500","32125","6450","9500","14250","5500","9500","23370","11500","5500","21000","4750","14000","9375","193","54","141","111","57","25","173","20","169","24","154","39","127","66","329.695996864129","193","40000","29000","5500","2750","PrivacySuppressed","9500","32125","329.695996864129"
"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
